invoice_id,payment_id,vendor,expected_amount,actual_amount,variance,posting_date,status,department,root_cause,recommended_action
53957801,PAY-0204885301,OFFICE DEPOT,11.13,11.13,0.0,2022-04-05,matched,DPH Public Health,Matched payment,No action required.
53952501,PAY-0187688301,VESTIS SERVICES LLC,181.02,181.02,0.0,2021-11-16,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53914901,PAY-0207433301,KONICA MINOLTA BUSINESS SOLUTNS USA INC,29.34,29.34,0.0,2022-04-27,matched,DPH Public Health,Matched payment,No action required.
53969601,PAY-0180536701,TFB GLOBAL LLC,841.53,841.53,0.0,2021-09-15,matched,AIR Airport Commission,Matched payment,No action required.
53952501,PAY-0195489101,VESTIS SERVICES LLC,26.61,26.61,0.0,2022-01-26,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53953501,PAY-0189130001,SAN FRANCISCO FOOD BANK,5160.05,5160.05,0.0,2021-12-01,matched,DPH Public Health,Matched payment,No action required.
53978901,PAY-0213456101,LANGUAGELINE SOLUTIONS,6111.34,7189.81,1078.47,2022-06-15,overpaid,POL Police,Tax or surcharge applied twice,Validate tax components and adjust the payment record.
53920501,PAY-0208069101,A C TRANSIT,46973.19,46973.19,0.0,2022-05-12,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53995901,PAY-0196909601,SHRED WORKS,94.4,80.0,-14.4,2022-02-07,underpaid,CAT City Attorney,Credit note offset applied incorrectly,Review offset rules and clear the short payment.
53976001,PAY-0175083301,Jimmie Muscatello's,328.36,386.3,57.94,2021-07-27,overpaid,POL Police,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53939401,PAY-0173919201,BOUND TREE MEDICAL LLC,2907.66,2907.66,0.0,2021-07-19,matched,FIR Fire Department,Matched payment,No action required.
53924401,PAY-0186180901,BlueTriton Brands Inc,4.33,4.33,0.0,2021-11-02,matched,DPH Public Health,Matched payment,No action required.
53917201,PAY-0197520601,VESTIS SERVICES LLC,484.6,484.6,0.0,2022-02-10,matched,AIR Airport Commission,Matched payment,No action required.
53972001,PAY-0207315401,CENTER HARDWARE CO INC,68.6,68.6,0.0,2022-04-26,matched,HOM Homelessness Services,Matched payment,No action required.
54006301,PAY-0177756201,STAPLES BUSINESS ADVANTAGE,121.75,121.75,0.0,2021-08-18,duplicate_suspected,LIB Public Library,Same invoice may have been submitted through two channels,Compare intake channels and cancel the duplicate record.
53939401,PAY-0197521201,BOUND TREE MEDICAL LLC,632.86,632.86,0.0,2022-02-10,matched,FIR Fire Department,Matched payment,No action required.
53983701,PAY-0212193201,VERIZON WIRELESS,317.81,373.89,56.08,2022-06-06,overpaid,PUC Public Utilities Commsn,Duplicate approval led to excess settlement,Reverse the duplicate approval and initiate vendor recovery.
53969601,PAY-0184036801,TFB GLOBAL LLC,162.28,162.28,0.0,2021-10-14,matched,AIR Airport Commission,Matched payment,No action required.
53920801,PAY-0195348301,OFFICE DEPOT,428.74,428.74,0.0,2022-01-25,matched,DPH Public Health,Matched payment,No action required.
53995701,PAY-0176929301,PAYBYPHONE TECHNOLOGIES INC,13221.66,11204.8,-2016.86,2021-09-08,underpaid,MTA Municipal Transprtn Agncy,Installment split created a short settlement,Match split installments against the original invoice value.
53918301,PAY-0206546601,KONICA MINOLTA BUSINESS SOLUTNS USA INC,79.28,79.28,0.0,2022-04-21,matched,DPH Public Health,Matched payment,No action required.
53976001,PAY-0175041401,Jimmie Muscatello's,203.67,239.61,35.94,2021-07-27,overpaid,POL Police,Tax or surcharge applied twice,Validate tax components and adjust the payment record.
53966301,PAY-0203289501,PACIFIC GAS & ELECTRIC CO,540000.0,540000.0,0.0,2022-03-24,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53975701,PAY-0204633701,CENTER HARDWARE CO INC,34.61,40.72,6.11,2022-04-04,overpaid,REG Elections,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53969601,PAY-0206594401,TFB GLOBAL LLC,166.34,166.34,0.0,2022-04-20,matched,AIR Airport Commission,Matched payment,No action required.
54008001,PAY-0195859401,SUPERIOR AUTOMATIC SPRINKLER CO,425.0,425.0,0.0,2022-01-28,duplicate_suspected,LIB Public Library,Repeat payment detected for same invoice pattern,Freeze the repeated payment and verify vendor history.
53954401,PAY-0177006201,PARKMERCED OWNER LLC,2379.0,2379.0,0.0,2021-08-11,matched,HSA Human Services Agency,Matched payment,No action required.
53943501,PAY-0189430101,HARRISON & BONINI INC,38.24,38.24,0.0,2021-11-30,matched,ADM GSA - City Administrator,Matched payment,No action required.
53943701,PAY-0188028501,PATRICK & CO,47.69,47.69,0.0,2021-11-18,matched,ASR Assessor - Recorder,Matched payment,No action required.
53972001,PAY-0195930101,CENTER HARDWARE CO INC,52.77,52.77,0.0,2022-01-30,matched,HOM Homelessness Services,Matched payment,No action required.
53944301,PAY-0200791701,M S C INDUSTRIAL SUPPLY COMPANY INC,234.63,234.63,0.0,2022-03-04,matched,ADM GSA - City Administrator,Matched payment,No action required.
53973601,PAY-0208072701,DISCOUNT BUILDERS SUPPLY,41.22,41.22,0.0,2022-05-03,matched,HOM Homelessness Services,Matched payment,No action required.
53968901,PAY-0210473001,CITY AUTO SUPPLY,128.08,128.08,0.0,2022-05-22,matched,AIR Airport Commission,Matched payment,No action required.
53926101,PAY-0187699701,G4S SECURE INTEGRATION LLC,6720.0,6720.0,0.0,2021-11-16,matched,AIR Airport Commission,Matched payment,No action required.
53960901,PAY-0178747001,CORE LINEN SERVICES INC.,21080.85,21080.85,0.0,2021-08-27,matched,DPH Public Health,Matched payment,No action required.
53975701,PAY-0189235401,CENTER HARDWARE CO INC,182.8,182.8,0.0,2021-11-29,matched,REG Elections,Matched payment,No action required.
53940901,PAY-0183316601,SIEMENS INDUSTRY INC,895.0,895.0,0.0,2021-10-07,matched,WAR War Memorial,Matched payment,No action required.
53959201,PAY-0180140301,FONG BROTHERS PRINTING INC,3115.0,3115.0,0.0,2021-09-12,matched,AIR Airport Commission,Matched payment,No action required.
53935301,PAY-0173558201,MEDLINE INDUSTRIES INC,1669.94,1669.94,0.0,2021-07-15,matched,DPH Public Health,Matched payment,No action required.
53995801,PAY-0181839401,SPOTLIGHT PROMOTIONS INC,6895.97,5844.04,-1051.93,2021-09-23,underpaid,LIB Public Library,Credit note offset applied incorrectly,Review offset rules and clear the short payment.
53949301,PAY-0204205901,OFFICE DEPOT,471.26,471.26,0.0,2022-03-31,matched,DPH Public Health,Matched payment,No action required.
53923001,PAY-0197414401,EMS BRUEL & KJAER INC,27666.67,27666.67,0.0,2022-02-09,matched,AIR Airport Commission,Matched payment,No action required.
53944301,PAY-0200781001,M S C INDUSTRIAL SUPPLY COMPANY INC,24.51,24.51,0.0,2022-03-04,matched,ADM GSA - City Administrator,Matched payment,No action required.
53952501,PAY-0192302201,VESTIS SERVICES LLC,27.0,27.0,0.0,2021-12-23,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53975701,PAY-0211101201,CENTER HARDWARE CO INC,14.99,17.63,2.64,2022-05-26,overpaid,REG Elections,Tax or surcharge applied twice,Validate tax components and adjust the payment record.
54008201,PAY-0175574701,MISSION LINEN SUPPLY,363.75,363.75,0.0,2021-08-02,duplicate_suspected,DPH Public Health,Possible duplicate voucher posting,Cross-check voucher references and stop secondary settlement.
54004301,PAY-0175138501,NUANCE COMMUNICATIONS INC,3438.81,3438.81,0.0,2021-07-28,duplicate_suspected,DPH Public Health,Repeat payment detected for same invoice pattern,Freeze the repeated payment and verify vendor history.
53965801,PAY-0180841101,ALAMEDA ELECTRICAL DISTRIBUTORS INC,4073.44,4073.44,0.0,2021-09-17,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53996301,PAY-0178409001,MALTBY ELECTRIC SUPPLY CO INC,5475.2,4640.0,-835.2,2021-08-24,underpaid,AIR Airport Commission,Installment split created a short settlement,Match split installments against the original invoice value.
53976001,PAY-0175082301,Jimmie Muscatello's,310.77,365.61,54.84,2021-07-27,overpaid,POL Police,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53976701,PAY-0196175201,MAINLINE SECURITY INC.,70.09,82.46,12.37,2022-02-18,overpaid,HOM Homelessness Services,Duplicate approval led to excess settlement,Reverse the duplicate approval and initiate vendor recovery.
53924101,PAY-0190273101,SONOMA CLEAN POWER,5580.0,5580.0,0.0,2021-12-21,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53927201,PAY-0173396501,B M I IMAGING SYSTEMS,474.8,474.8,0.0,2021-07-15,matched,DBI Building Inspection,Matched payment,No action required.
53924501,PAY-0191708701,SOUTHERN CALIFORNIA EDISON CO.,195500.0,195500.0,0.0,2021-12-21,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53924401,PAY-0206967001,BlueTriton Brands Inc,85.07,85.07,0.0,2022-04-22,matched,DPH Public Health,Matched payment,No action required.
53952501,PAY-0181376101,VESTIS SERVICES LLC,176.7,176.7,0.0,2021-09-21,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53920301,PAY-0201081001,HARRISON & BONINI INC,218.55,218.55,0.0,2022-03-18,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53921301,PAY-0202132801,INTERNATIONAL FIRE INC,23.54,23.54,0.0,2022-03-15,matched,ADM GSA - City Administrator,Matched payment,No action required.
54006301,PAY-0194078801,STAPLES BUSINESS ADVANTAGE,252.63,252.63,0.0,2022-01-12,duplicate_suspected,LIB Public Library,Possible duplicate voucher posting,Cross-check voucher references and stop secondary settlement.
53966501,PAY-0197405901,PROFESSIONAL CONTRACTOR SUPPLY (PCS),957.6,957.6,0.0,2022-02-09,matched,ADM GSA - City Administrator,Matched payment,No action required.
53924401,PAY-0192184401,BlueTriton Brands Inc,67.39,67.39,0.0,2021-12-22,matched,DPH Public Health,Matched payment,No action required.
54011001,PAY-0191407801,HILL-ROM COMPANY INC,540.53,557.25,16.72,2021-12-16,ledger_mismatch,DPH Public Health,Ledger update lag after payment clearance,Refresh ledger sync and confirm the final posted amount.
53978001,PAY-0173338201,Re-Up Refills,3396.81,3996.25,599.44,2021-07-14,overpaid,HSA Human Services Agency,Duplicate approval led to excess settlement,Reverse the duplicate approval and initiate vendor recovery.
53973401,PAY-0205622901,OFFICE DEPOT,10.27,10.27,0.0,2022-04-13,matched,DPH Public Health,Matched payment,No action required.
53971201,PAY-0209879401,XEROX CORPORATION,138.35,138.35,0.0,2022-05-17,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53973601,PAY-0183351601,DISCOUNT BUILDERS SUPPLY,38.18,38.18,0.0,2021-10-08,matched,HOM Homelessness Services,Matched payment,No action required.
53996201,PAY-0196797301,VRC Companies LLC dba Vital Records Cont,649.52,550.44,-99.08,2022-02-07,underpaid,DPH Public Health,Partial payment or approval hold,Validate invoice approval path and release remaining balance.
53950801,PAY-0175698801,US FOODS INC,7752.14,7752.14,0.0,2021-08-02,matched,DPH Public Health,Matched payment,No action required.
53996401,PAY-0189138801,MACKAY METERS INC,861.12,729.76,-131.36,2021-12-03,underpaid,MTA Municipal Transprtn Agncy,Partial payment or approval hold,Validate invoice approval path and release remaining balance.
53950801,PAY-0178151501,US FOODS INC,1683.63,1683.63,0.0,2021-08-23,matched,DPH Public Health,Matched payment,No action required.
54005901,PAY-0197689201,OFFICE DEPOT,45.34,45.34,0.0,2022-02-11,duplicate_suspected,DPH Public Health,Same invoice may have been submitted through two channels,Compare intake channels and cancel the duplicate record.
53944301,PAY-0197617901,M S C INDUSTRIAL SUPPLY COMPANY INC,37.31,37.31,0.0,2022-02-10,matched,ADM GSA - City Administrator,Matched payment,No action required.
53917701,PAY-0189407601,BlueTriton Brands Inc,179.19,179.19,0.0,2021-11-30,matched,DPH Public Health,Matched payment,No action required.
53950801,PAY-0173462101,US FOODS INC,3930.24,3930.24,0.0,2021-07-15,matched,DPH Public Health,Matched payment,No action required.
53951301,PAY-0188895301,VESTIS SERVICES LLC,21.95,21.95,0.0,2021-11-23,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53944301,PAY-0175883201,M S C INDUSTRIAL SUPPLY COMPANY INC,109.46,109.46,0.0,2021-08-03,matched,ADM GSA - City Administrator,Matched payment,No action required.
53970601,PAY-0207590901,SERRAMONTE FORD,433.67,433.67,0.0,2022-04-28,matched,AIR Airport Commission,Matched payment,No action required.
53951101,PAY-0194720501,GRAINGER,87.62,87.62,0.0,2022-01-19,matched,LIB Public Library,Matched payment,No action required.
53975701,PAY-0194648301,CENTER HARDWARE CO INC,54.95,64.65,9.7,2022-01-18,overpaid,REG Elections,Tax or surcharge applied twice,Validate tax components and adjust the payment record.
53979301,PAY-0205665101,LAW ENFORCEMENT PSYCHOLOGICAL SERVS INC,4717.5,5550.0,832.5,2022-05-20,overpaid,POL Police,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53971201,PAY-0209498501,XEROX CORPORATION,156.93,156.93,0.0,2022-05-13,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53917201,PAY-0186238101,VESTIS SERVICES LLC,24.25,24.25,0.0,2021-11-03,matched,AIR Airport Commission,Matched payment,No action required.
54007101,PAY-0180517001,PARKMERCED OWNER LLC,2563.0,2563.0,0.0,2021-09-15,duplicate_suspected,HSA Human Services Agency,Same invoice may have been submitted through two channels,Compare intake channels and cancel the duplicate record.
53983401,PAY-0198725001,VERIZON WIRELESS,720.61,847.78,127.17,2022-02-18,overpaid,PUC Public Utilities Commsn,Duplicate approval led to excess settlement,Reverse the duplicate approval and initiate vendor recovery.
53974801,PAY-0202221401,BlueTriton Brands Inc,3526.97,3526.97,0.0,2022-03-16,matched,DPH Public Health,Matched payment,No action required.
53952601,PAY-0177763801,STAPLES BUSINESS ADVANTAGE,41.8,41.8,0.0,2021-08-18,matched,LIB Public Library,Matched payment,No action required.
53922001,PAY-0180791401,Exelon Generation Company LLC,93750.0,93750.0,0.0,2021-09-16,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53921301,PAY-0181359801,INTERNATIONAL FIRE INC,141.24,141.24,0.0,2021-09-21,matched,ADM GSA - City Administrator,Matched payment,No action required.
53985701,PAY-0173719601,MEDLINE INDUSTRIES INC,86.9,102.24,15.34,2021-07-16,overpaid,DPH Public Health,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53953201,PAY-0186027601,CENTER HARDWARE CO INC,220.24,220.24,0.0,2021-11-02,matched,REC Recreation & Park Commsn,Matched payment,No action required.
53919401,PAY-0177272401,CENTER HARDWARE CO INC,134.41,134.41,0.0,2021-08-13,matched,REC Recreation & Park Commsn,Matched payment,No action required.
53972001,PAY-0204731401,CENTER HARDWARE CO INC,215.03,215.03,0.0,2022-04-05,matched,HOM Homelessness Services,Matched payment,No action required.
53939401,PAY-0193833301,BOUND TREE MEDICAL LLC,291.26,291.26,0.0,2022-01-10,matched,FIR Fire Department,Matched payment,No action required.
53964401,PAY-0192489301,SABAH INTERNATIONAL INC,284.0,284.0,0.0,2021-12-27,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53924401,PAY-0196409701,BlueTriton Brands Inc,7.34,7.34,0.0,2022-02-02,matched,DPH Public Health,Matched payment,No action required.
53997001,PAY-0173723501,MEDLINE INDUSTRIES INC,47.01,39.84,-7.17,2021-07-16,underpaid,DPH Public Health,Credit note offset applied incorrectly,Review offset rules and clear the short payment.
53968901,PAY-0184770601,CITY AUTO SUPPLY,511.02,511.02,0.0,2021-10-21,matched,AIR Airport Commission,Matched payment,No action required.
53991701,PAY-0175286701,MEDLINE INDUSTRIES INC,310.0,262.71,-47.29,2021-07-29,underpaid,DPH Public Health,Partial payment or approval hold,Validate invoice approval path and release remaining balance.
53921201,PAY-0194316001,OFFICE DEPOT,131.26,131.26,0.0,2022-01-14,matched,DPH Public Health,Matched payment,No action required.
53950801,PAY-0183388801,US FOODS INC,1896.14,1896.14,0.0,2021-10-08,matched,DPH Public Health,Matched payment,No action required.
53924401,PAY-0190056501,BlueTriton Brands Inc,41.03,41.03,0.0,2021-12-06,matched,DPH Public Health,Matched payment,No action required.
53950801,PAY-0177480301,US FOODS INC,20932.62,20932.62,0.0,2021-08-17,matched,DPH Public Health,Matched payment,No action required.
53942001,PAY-0193350901,LANGUAGELINE SOLUTIONS,759.6,759.6,0.0,2022-01-18,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53919901,PAY-0175442301,OFFICE RELIEF INC,176.13,176.13,0.0,2021-08-16,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53951701,PAY-0192374801,MILLS LAUNDERETTE & CLEANING CENTER,686.55,686.55,0.0,2021-12-23,matched,DPH Public Health,Matched payment,No action required.
53971201,PAY-0185655301,XEROX CORPORATION,141.45,141.45,0.0,2021-10-28,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53986401,PAY-0205070301,INTERSTATE TRAFFIC CONTROL PRODUCTS INC,2358.97,1999.13,-359.84,2022-04-07,underpaid,AIR Airport Commission,Installment split created a short settlement,Match split installments against the original invoice value.
53950801,PAY-0178150801,US FOODS INC,3285.32,3285.32,0.0,2021-08-23,matched,DPH Public Health,Matched payment,No action required.
54008001,PAY-0193519701,SUPERIOR AUTOMATIC SPRINKLER CO,2583.0,2583.0,0.0,2022-01-06,duplicate_suspected,LIB Public Library,Repeat payment detected for same invoice pattern,Freeze the repeated payment and verify vendor history.
53924401,PAY-0192263501,BlueTriton Brands Inc,41.03,41.03,0.0,2021-12-23,matched,DPH Public Health,Matched payment,No action required.
53996701,PAY-0177764501,WESTERN STATES OIL,1848.09,1566.18,-281.91,2021-08-18,underpaid,FIR Fire Department,Installment split created a short settlement,Match split installments against the original invoice value.
53924401,PAY-0196403901,BlueTriton Brands Inc,41.03,41.03,0.0,2022-02-02,matched,DPH Public Health,Matched payment,No action required.
53974101,PAY-0184494701,M S C INDUSTRIAL SUPPLY COMPANY INC,2769.94,2769.94,0.0,2021-10-19,matched,ADM GSA - City Administrator,Matched payment,No action required.
53951301,PAY-0175868901,VESTIS SERVICES LLC,21.95,21.95,0.0,2021-08-03,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53996701,PAY-0214623101,WESTERN STATES OIL,6742.83,5714.26,-1028.57,2022-06-22,underpaid,FIR Fire Department,Partial payment or approval hold,Validate invoice approval path and release remaining balance.
53967201,PAY-0178568501,LAZ PARKING CALIFORNIA LLC,32759.53,32759.53,0.0,2021-09-13,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53996701,PAY-0179800801,WESTERN STATES OIL,4404.89,3732.96,-671.93,2021-09-08,underpaid,FIR Fire Department,Credit note offset applied incorrectly,Review offset rules and clear the short payment.
53926001,PAY-0193445801,COMCAST OF CALIFORNIA III INC,83.15,83.15,0.0,2022-01-06,matched,ADM GSA - City Administrator,Matched payment,No action required.
53952501,PAY-0175865501,VESTIS SERVICES LLC,156.71,156.71,0.0,2021-08-03,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53924401,PAY-0189978901,BlueTriton Brands Inc,12.99,12.99,0.0,2021-12-06,matched,DPH Public Health,Matched payment,No action required.
53968901,PAY-0178851401,CITY AUTO SUPPLY,69.09,69.09,0.0,2021-08-30,matched,AIR Airport Commission,Matched payment,No action required.
53950101,PAY-0190004701,UNITED SITE SERVICES OF CALIFORNIA INC,43.58,43.58,0.0,2021-12-06,matched,PRT Port,Matched payment,No action required.
53972001,PAY-0181140101,CENTER HARDWARE CO INC,70.35,70.35,0.0,2021-09-21,matched,HOM Homelessness Services,Matched payment,No action required.
53967601,PAY-0208068501,KONICA MINOLTA BUSINESS SOLUTNS USA INC,63.13,63.13,0.0,2022-05-03,matched,DPH Public Health,Matched payment,No action required.
53960901,PAY-0189837801,CORE LINEN SERVICES INC.,24136.84,24136.84,0.0,2021-12-03,matched,DPH Public Health,Matched payment,No action required.
53944201,PAY-0191126401,GRM INFORMATION MANAGEMENT SERVICES,64.2,64.2,0.0,2021-12-14,matched,DPH Public Health,Matched payment,No action required.
53939401,PAY-0180166501,BOUND TREE MEDICAL LLC,10.07,10.07,0.0,2021-09-13,matched,FIR Fire Department,Matched payment,No action required.
53915901,PAY-0192370801,OFFICE DEPOT,132.87,132.87,0.0,2021-12-23,matched,DPH Public Health,Matched payment,No action required.
53965201,PAY-0179967101,GOLDEN GATE PETROLEUM,3101.67,3101.67,0.0,2021-09-09,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53943001,PAY-0175349701,GRAINGER,26.8,26.8,0.0,2021-07-29,matched,DPW Public Works,Matched payment,No action required.
53969001,PAY-0185712901,XEROX CORPORATION,179.14,179.14,0.0,2021-10-29,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53914901,PAY-0185659101,KONICA MINOLTA BUSINESS SOLUTNS USA INC,934.22,934.22,0.0,2021-11-12,matched,DPH Public Health,Matched payment,No action required.
53924401,PAY-0196316701,BlueTriton Brands Inc,26.35,26.35,0.0,2022-02-02,matched,DPH Public Health,Matched payment,No action required.
53916101,PAY-0178768601,MEDLINE INDUSTRIES INC,54.7,54.7,0.0,2021-08-28,matched,DPH Public Health,Matched payment,No action required.
53948201,PAY-0196509801,VESTIS SERVICES LLC,230.4,230.4,0.0,2022-02-11,matched,LIB Public Library,Matched payment,No action required.
53996701,PAY-0183801401,WESTERN STATES OIL,4534.39,3842.7,-691.69,2021-10-13,underpaid,FIR Fire Department,Partial payment or approval hold,Validate invoice approval path and release remaining balance.
53968901,PAY-0207544401,CITY AUTO SUPPLY,59.85,59.85,0.0,2022-04-27,matched,AIR Airport Commission,Matched payment,No action required.
53917201,PAY-0181279201,VESTIS SERVICES LLC,25.33,25.33,0.0,2021-09-21,matched,AIR Airport Commission,Matched payment,No action required.
53924401,PAY-0200134001,BlueTriton Brands Inc,33.69,33.69,0.0,2022-02-28,matched,DPH Public Health,Matched payment,No action required.
53973601,PAY-0195929601,DISCOUNT BUILDERS SUPPLY,130.22,130.22,0.0,2022-01-30,matched,HOM Homelessness Services,Matched payment,No action required.
53924801,PAY-0182749901,FSP PPM MANAGEMENT LLC,111074.92,111074.92,0.0,2021-10-02,matched,AIR Airport Commission,Matched payment,No action required.
54003901,PAY-0204646301,STERICYCLE INC,1513.67,1513.67,0.0,2022-04-04,duplicate_suspected,DPH Public Health,Same invoice may have been submitted through two channels,Compare intake channels and cancel the duplicate record.
54000501,PAY-0213686801,WESTSIDE COMMUNITY MENTAL HEALTH CTR INC,52800.55,52800.55,0.0,2022-06-16,duplicate_suspected,DPH Public Health,Repeat payment detected for same invoice pattern,Freeze the repeated payment and verify vendor history.
53934601,PAY-0182662101,GRAINGER,269.05,269.05,0.0,2021-10-01,matched,DPH Public Health,Matched payment,No action required.
54006301,PAY-0191537901,STAPLES BUSINESS ADVANTAGE,138.28,138.28,0.0,2021-12-17,duplicate_suspected,LIB Public Library,Same invoice may have been submitted through two channels,Compare intake channels and cancel the duplicate record.
53948601,PAY-0173320501,BOSTON SCIENTIFIC CORP & SUBSIDIARIES,475.23,475.23,0.0,2021-07-13,matched,DPH Public Health,Matched payment,No action required.
53995101,PAY-0174133101,AMERICAN DIESEL LLC,5372.96,4553.36,-819.6,2021-07-28,underpaid,MTA Municipal Transprtn Agncy,Credit note offset applied incorrectly,Review offset rules and clear the short payment.
53965001,PAY-0176157301,MANCO,2747.64,2747.64,0.0,2021-08-05,matched,PUC Public Utilities Commsn,Matched payment,No action required.
54007301,PAY-0176135401,PACIFIC MATERIALS HANDLING SOLUTIONS INC,250.99,250.99,0.0,2021-08-04,duplicate_suspected,DPH Public Health,Same invoice may have been submitted through two channels,Compare intake channels and cancel the duplicate record.
53951301,PAY-0186962901,VESTIS SERVICES LLC,151.61,151.61,0.0,2021-11-09,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53975701,PAY-0176865801,CENTER HARDWARE CO INC,380.19,380.19,0.0,2021-08-10,matched,REG Elections,Matched payment,No action required.
53925701,PAY-0189908101,OFFICE DEPOT,13.77,13.77,0.0,2021-12-03,matched,DPH Public Health,Matched payment,No action required.
53918101,PAY-0186032001,CENTER HARDWARE CO INC,129.51,129.51,0.0,2021-11-02,matched,REC Recreation & Park Commsn,Matched payment,No action required.
53973601,PAY-0181856201,DISCOUNT BUILDERS SUPPLY,13.01,13.01,0.0,2021-09-24,matched,HOM Homelessness Services,Matched payment,No action required.
54011001,PAY-0194252901,HILL-ROM COMPANY INC,4336.73,4470.86,134.13,2022-01-13,ledger_mismatch,DPH Public Health,Journal posted to incorrect cost center,Move the journal entry to the right cost center and rebalance.
53968901,PAY-0197884401,CITY AUTO SUPPLY,500.3,500.3,0.0,2022-02-14,matched,AIR Airport Commission,Matched payment,No action required.
53968901,PAY-0183520801,CITY AUTO SUPPLY,12.47,12.47,0.0,2021-10-09,matched,AIR Airport Commission,Matched payment,No action required.
53970601,PAY-0200185601,SERRAMONTE FORD,1680.01,1680.01,0.0,2022-03-01,matched,AIR Airport Commission,Matched payment,No action required.
53968001,PAY-0173342501,PFM Financial Advisors LLC,1760.0,1760.0,0.0,2021-07-14,matched,CII Commty Invest & Infrstrctr,Matched payment,No action required.
53968901,PAY-0177268901,CITY AUTO SUPPLY,46.7,46.7,0.0,2021-08-13,matched,AIR Airport Commission,Matched payment,No action required.
53939401,PAY-0183249801,BOUND TREE MEDICAL LLC,723.45,723.45,0.0,2021-10-07,matched,FIR Fire Department,Matched payment,No action required.
53924401,PAY-0200148201,BlueTriton Brands Inc,52.71,52.71,0.0,2022-02-28,matched,DPH Public Health,Matched payment,No action required.
53995301,PAY-0210881901,MT ST JOSEPH-ST ELIZABETH,18658.7,15812.46,-2846.24,2022-05-25,underpaid,DPH Public Health,Partial payment or approval hold,Validate invoice approval path and release remaining balance.
54009801,PAY-0188707701,CITY AUTO SUPPLY,12.23,12.61,0.38,2021-11-23,ledger_mismatch,MTA Municipal Transprtn Agncy,Journal posted to incorrect cost center,Move the journal entry to the right cost center and rebalance.
53971201,PAY-0190055801,XEROX CORPORATION,165.83,165.83,0.0,2021-12-06,matched,PUC Public Utilities Commsn,Matched payment,No action required.
54006901,PAY-0195763501,KONICA MINOLTA BUSINESS SOLUTNS USA INC,418.33,418.33,0.0,2022-01-27,duplicate_suspected,DPH Public Health,Repeat payment detected for same invoice pattern,Freeze the repeated payment and verify vendor history.
53971201,PAY-0177607701,XEROX CORPORATION,146.99,146.99,0.0,2021-08-17,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53923001,PAY-0197408701,EMS BRUEL & KJAER INC,27666.67,27666.67,0.0,2022-02-09,matched,AIR Airport Commission,Matched payment,No action required.
53968901,PAY-0209561901,CITY AUTO SUPPLY,1859.38,1859.38,0.0,2022-05-14,matched,AIR Airport Commission,Matched payment,No action required.
53969601,PAY-0205051201,TFB GLOBAL LLC,2905.88,2905.88,0.0,2022-04-07,matched,AIR Airport Commission,Matched payment,No action required.
53917201,PAY-0178848901,VESTIS SERVICES LLC,26.46,26.46,0.0,2021-08-30,matched,AIR Airport Commission,Matched payment,No action required.
53975701,PAY-0189240201,CENTER HARDWARE CO INC,44.95,44.95,0.0,2021-11-29,matched,REG Elections,Matched payment,No action required.
53934301,PAY-0173576501,MEDLINE INDUSTRIES INC,469.23,469.23,0.0,2021-07-15,matched,DPH Public Health,Matched payment,No action required.
53952301,PAY-0181862101,FELTON INSTITUTE,14392.04,14392.04,0.0,2021-09-23,matched,DPH Public Health,Matched payment,No action required.
53925201,PAY-0193992901,CAUSA JUSTA: JUST CAUSE,3481.86,3481.86,0.0,2022-01-11,matched,MYR Mayor,Matched payment,No action required.
53973601,PAY-0211874801,DISCOUNT BUILDERS SUPPLY,70.75,70.75,0.0,2022-06-03,matched,HOM Homelessness Services,Matched payment,No action required.
53968901,PAY-0178581701,CITY AUTO SUPPLY,673.45,673.45,0.0,2021-08-26,matched,AIR Airport Commission,Matched payment,No action required.
